0	0.8669643177	12.1019825988
1	0.8838289205	13.1543289117
2	0.8687690467	12.4966124661
3	0.8751400491	13.2858722008
4	0.8506209218	11.5758094423
5	0.8793072386	12.2335258879
6	0.8955385953	13.5489587791
7	0.8999014054	12.2335258879
8	0.8604409418	11.7073527314
9	0.8734755934	11.9704393097
10	0.8668215797	12.2335258879
11	0.8958059211	14.0751319355
12	0.8517202513	11.8388960205
13	0.8924687186	12.8912423335
14	0.8960902768	12.7596990444
15	0.8918650509	12.7596990444
16	0.8738518213	12.8912423335
17	0.8767177865	11.7073527314
18	0.8821501237	12.7596990444
19	0.8412591424	11.3127228641
20	0.8848283110	12.8912423335
21	0.8839355819	12.8912423335
22	0.8488919314	9.7342033947
23	0.9042852789	14.2066752246
24	0.8803200739	12.7596990444
25	0.9120800767	13.8120453573
26	0.9093082246	13.8120453573
27	0.8717741646	11.8388960205
28	0.8736055589	12.6281557552
29	0.8640620518	11.9704393097
30	0.8948347644	14.2066752246
31	0.8667601821	12.6281557552
32	0.8829720440	11.0496362858
33	0.8446127026	10.6550064185
34	0.8980139915	13.8120453573
35	0.8747364836	12.3650691770
36	0.8817165316	12.3650691770
37	0.8837379446	12.3650691770
38	0.8602623512	11.9704393097
39	0.8729496809	12.6281557552
40	0.8595726373	11.8388960205
41	0.8931210114	14.3382185138
42	0.8371170497	11.8388960205
43	0.8812390201	12.7596990444
44	0.8942743439	12.2335258879
45	0.8889683870	13.1543289117
46	0.8738652660	11.9704393097
47	0.8744389072	12.4966124661
48	0.8830632439	11.9704393097
49	0.8912335974	13.8120453573
