0	0.7774957873	6.5771644559
1	0.7896448803	7.2348809014
2	0.7869144826	6.0509912994
3	0.8188308924	7.6295107688
4	0.8140880450	7.4979674797
5	0.7903182364	7.2348809014
6	0.8163014933	7.4979674797
7	0.8276573480	6.8402510341
8	0.8041429890	7.2348809014
9	0.8236064553	8.2872272144
10	0.7722402481	6.9717943232
11	0.8231388032	7.8925973470
12	0.8018670228	7.3664241906
13	0.8231347698	7.3664241906
14	0.8140391958	7.3664241906
15	0.8244232217	7.8925973470
16	0.8269965402	8.6818570817
17	0.7775444124	6.9717943232
18	0.8133739065	7.7610540579
19	0.7874036462	7.6295107688
20	0.7938703302	7.2348809014
21	0.8031487523	7.3664241906
22	0.7433139431	6.0509912994
23	0.8130852933	7.2348809014
24	0.8216164133	8.5503137926
25	0.8158656604	7.8925973470
26	0.8129759429	7.6295107688
27	0.7855518607	7.2348809014
28	0.8349331798	7.8925973470
29	0.8258770436	8.0241406361
30	0.8109760415	7.7610540579
31	0.7946221139	7.3664241906
32	0.7727838628	6.3140778776
33	0.7895299279	6.7087077450
34	0.8170687383	8.0241406361
35	0.7763489531	7.2348809014
36	0.8041725674	7.6295107688
37	0.7995242812	8.2872272144
38	0.7742195343	7.2348809014
39	0.8148720959	7.7610540579
40	0.8106683816	7.4979674797
41	0.8360334056	8.2872272144
42	0.7855278843	6.3140778776
43	0.7805268984	6.8402510341
44	0.8211512262	7.3664241906
45	0.8318700255	8.8134003708
46	0.7984592356	7.6295107688
47	0.7775547200	7.2348809014
48	0.7951146386	6.1825345885
49	0.7973702137	6.5771644559
