0	0.8062435017	8.8134003708
1	0.8202410189	7.6295107688
2	0.8041423168	7.6295107688
3	0.7847032751	7.8925973470
4	0.8094841263	8.5503137926
5	0.8273418453	7.7610540579
6	0.8148223505	8.9449436600
7	0.8057881740	8.2872272144
8	0.8159476732	9.3395735273
9	0.8192272874	9.4711168164
10	0.8042525635	7.6295107688
11	0.8086552596	8.2872272144
12	0.7789841173	6.8402510341
13	0.8481291679	9.0764869491
14	0.8163010451	9.2080302382
15	0.8188837749	8.2872272144
16	0.8272540065	9.2080302382
17	0.7904576133	7.7610540579
18	0.8105130952	8.4187705035
19	0.8061673150	6.9717943232
20	0.8116832335	9.0764869491
21	0.8003488904	8.9449436600
22	0.7367130360	6.5771644559
23	0.8308249229	9.2080302382
24	0.8381157680	8.9449436600
25	0.8465612900	9.2080302382
26	0.8297356769	8.2872272144
27	0.8087036605	6.8402510341
28	0.7957886670	8.0241406361
29	0.7928079736	8.0241406361
30	0.8256807508	7.3664241906
31	0.8047921447	8.4187705035
32	0.7720228919	7.6295107688
33	0.7837298777	7.4979674797
34	0.8405275258	9.4711168164
35	0.8088795622	8.1556839253
36	0.8346161086	8.8134003708
37	0.8201525079	7.7610540579
38	0.7766485462	7.3664241906
39	0.8264603202	8.0241406361
40	0.7995982271	7.8925973470
41	0.8445461512	10.3919198403
42	0.8044710401	7.7610540579
43	0.7825588430	7.6295107688
44	0.8214687455	8.0241406361
45	0.8137929335	8.8134003708
46	0.8053207461	9.3395735273
47	0.8161883336	7.8925973470
48	0.8032661695	8.2872272144
49	0.8192006220	7.7610540579
