0	0.8824400814	13.5489587791
1	0.8875239764	13.5489587791
2	0.8837634895	13.9435886464
3	0.8856349939	13.0227856226
4	0.8719287789	13.2858722008
5	0.8688295479	13.4174154899
6	0.8839519396	14.6013050920
7	0.8945118672	14.2066752246
8	0.9022040370	14.0751319355
9	0.9035545587	14.4697618029
10	0.8814738545	13.8120453573
11	0.8863704198	14.2066752246
12	0.8391124695	12.2335258879
13	0.8781093145	12.7596990444
14	0.9057857092	13.9435886464
15	0.8977943945	13.9435886464
16	0.8916963197	13.8120453573
17	0.8613547343	12.2335258879
18	0.8990234655	13.6805020682
19	0.8699571114	12.8912423335
20	0.8993096139	14.4697618029
21	0.9017249570	14.2066752246
22	0.8554928384	12.4966124661
23	0.9053012513	15.6536514049
24	0.9057155726	14.6013050920
25	0.8883201276	14.3382185138
26	0.9053151441	14.9959349593
27	0.8781675749	13.6805020682
28	0.8504203714	13.6805020682
29	0.8824734691	14.0751319355
30	0.8906182776	13.2858722008
31	0.8661874373	12.2335258879
32	0.8595789115	13.2858722008
33	0.8466843091	12.8912423335
34	0.8861931737	14.0751319355
35	0.9071006023	14.3382185138
36	0.9070380844	13.9435886464
37	0.8897743977	13.5489587791
38	0.8594928653	13.5489587791
39	0.8734370518	13.0227856226
40	0.8725629213	12.8912423335
41	0.8931512620	14.9959349593
42	0.8723352574	13.8120453573
43	0.8776640703	13.9435886464
44	0.8837466836	13.6805020682
45	0.8957351122	13.8120453573
46	0.8784254894	13.1543289117
47	0.8910473881	13.4174154899
48	0.9088378836	14.8643916702
49	0.8928489800	14.7328483811
